"transactionid","date","transType","meterReading","prevReading","usage","contypeid","discountcode","bill","month","year","payment","processedBy","or_number","acctID_id","penaltyCode_id"
"25081","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000932-01",\N
"25082","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001623-01",\N
"25083","2023-02-13","Billing","4075","4058","-4058","C001",\N,"25","1","2023","0","liza1973","","0000000830-01",\N
"25084","2023-02-13","Billing","0","3128","-3128","C001",\N,"25","1","2023","0","liza1973","","0000000922-01",\N
"25085","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000948-01",\N
"25086","2023-02-13","Billing","0","269","-269","C001",\N,"25","1","2023","0","liza1973","","0000000941-01",\N
"25087","2023-02-13","Billing","44","0","18","C001",\N,"25","1","2023","0","liza1973","","0000002120-01",\N
"25088","2023-02-13","Billing","5","0","3","C001",\N,"25","1","2023","0","liza1973","","0000002113-01",\N
"25089","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000002123-01",\N
"25090","2023-02-13","Billing","5344","0","5344","C001",\N,"15997","12","2022","0","ryanbohol","","0000000108-01",\N
"25091","2023-02-13","Billing","2248","0","2248","C001",\N,"6709","12","2022","0","ryanbohol","","0000000109-01",\N
"25092","2023-02-13","Billing","15","0","15","C001",\N,"25","12","2022","0","ryanbohol","","0000000115-01",\N
"25093","2023-02-13","Billing","687","0","687","C001",\N,"2026","12","2022","0","ryanbohol","","0000000120-01",\N
"25094","2023-02-13","Billing","99648","0","99648","C001",\N,"298909","12","2022","0","ryanbohol","","0000000121-01",\N
"25095","2023-02-13","Billing","5364","0","5364","C001",\N,"16057","12","2022","0","ryanbohol","","0000000128-01",\N
"25096","2023-02-13","Billing","6700","0","6700","C001",\N,"20065","12","2022","0","ryanbohol","","0000000131-01",\N
"25097","2023-02-13","Billing","3728","0","3728","C001",\N,"11149","12","2022","0","ryanbohol","","0000000136-01",\N
"25098","2023-02-13","Billing","1684","0","1684","C001",\N,"5017","12","2022","0","ryanbohol","","0000000140-01",\N
"25099","2023-02-13","Billing","910","0","910","C001",\N,"2695","12","2022","0","ryanbohol","","0000000145-01",\N
"25100","2023-02-13","Billing","4575","0","4575","C001",\N,"13690","12","2022","0","ryanbohol","","0000000150-01",\N
"25101","2023-02-13","Billing","5585","0","5585","C001",\N,"16720","12","2022","0","ryanbohol","","0000000152-01",\N
"25102","2023-02-13","Billing","284","0","284","C001",\N,"817","12","2022","0","ryanbohol","","0000000179-01",\N
"25103","2023-02-13","Billing","1365","0","1365","C001",\N,"4060","12","2022","0","ryanbohol","","0000000184-01",\N
"25104","2023-02-13","Billing","1259","0","1259","C001",\N,"3742","12","2022","0","ryanbohol","","0000001139-01",\N
"25105","2023-02-13","Billing","3615","0","3615","C001",\N,"10810","12","2022","0","ryanbohol","","0000000198-01",\N
"25106","2023-02-13","Billing","165","0","165","C001",\N,"460","12","2022","0","ryanbohol","","0000000092-01",\N
"25107","2023-02-13","Billing","639","0","639","C001",\N,"1882","12","2022","0","ryanbohol","","0000000210-01",\N
"25108","2023-02-13","Billing","7107","0","7107","C001",\N,"21286","12","2022","0","ryanbohol","","0000000225-01",\N
"25109","2023-02-13","Billing","244","0","244","C001",\N,"697","12","2022","0","ryanbohol","","0000000236-01",\N
"25110","2023-02-13","Billing","1936","0","1936","C001",\N,"5773","12","2022","0","ryanbohol","","0000001110-01",\N
"25111","2023-02-13","Billing","423","0","423","C001",\N,"1234","12","2022","0","ryanbohol","","0000001589-01",\N
"25112","2023-02-13","Billing","100","0","100","C001",\N,"265","12","2022","0","ryanbohol","","0000001688-01",\N
"25113","2023-02-13","Billing","9","0","9","C001",\N,"25","12","2022","0","ryanbohol","","0000001966-01",\N
"25114","2023-02-13","Billing","89","0","89","C001",\N,"232","12","2022","0","ryanbohol","","0000001841-01",\N
"25115","2023-02-13","Billing","172","0","309","C001",\N,"892","12","2022","0","ryanbohol","","0000001991-01",\N
"25116","2023-02-13","Billing","62","0","62","C001",\N,"151","12","2022","0","ryanbohol","","0000002063-01",\N
"25117","2023-02-13","Billing","49","0","49","C001",\N,"112","12","2022","0","ryanbohol","","0000002061-01",\N
"25118","2023-02-13","Billing","34","0","34","C001",\N,"67","12","2022","0","ryanbohol","","0000002068-01",\N
"25119","2023-02-13","Billing","88","0","88","C001",\N,"229","12","2022","0","ryanbohol","","0000002073-01",\N
"25120","2023-02-13","Billing","10","0","10","C001",\N,"25","12","2022","0","ryanbohol","","0000002105-01",\N
"25121","2023-02-13","Billing","14","10","4","C001",\N,"25","1","2023","0","ryanbohol","","0000002105-01",\N
"25122","2023-02-13","Billing","136","0","136","C001",\N,"373","1","2023","0","ryanbohol","","0000001388-01",\N
"25123","2023-02-13","Billing","5823","5790","33","C001",\N,"64","1","2023","0","ryanbohol","","0000000165-01",\N
"25124","2023-02-13","Billing","3612","3608","4","C001",\N,"25","1","2023","0","ryanbohol","","0000000167-01",\N
"25125","2023-02-13","Billing","6291","0","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000454-01",\N
"25126","2023-02-13","Billing","4472","4348","124","C001",\N,"337","1","2023","0","ryanbohol","","0000000178-01",\N
"25127","2023-02-13","Billing","2708","2687","21","C001",\N,"28","1","2023","0","ryanbohol","","0000001087-01",\N
"25128","2023-02-13","Billing","307","284","23","C001",\N,"34","1","2023","0","ryanbohol","","0000000179-01",\N
"25129","2023-02-13","Billing","1366","1365","1","C001",\N,"25","1","2023","0","ryanbohol","","0000000184-01",\N
"25130","2023-02-13","Billing","2068","1677","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000459-01",\N
"25131","2023-02-13","Billing","3276","3260","16","C001",\N,"25","1","2023","0","ryanbohol","","0000000186-01",\N
"25132","2023-02-13","Billing","4097","4072","25","C001",\N,"40","1","2023","0","ryanbohol","","0000001145-01",\N
"25133","2023-02-13","Billing","1929","1909","20","C001",\N,"25","1","2023","0","ryanbohol","","0000000189-01",\N
"25134","2023-02-13","Billing","6902","6879","23","C001",\N,"34","1","2023","0","ryanbohol","","0000000191-01",\N
"25135","2023-02-13","Billing","10595","10562","33","C001",\N,"64","1","2023","0","ryanbohol","","0000000194-01",\N
"25136","2023-02-13","Billing","1263","0","4","C001",\N,"25","1","2023","0","ryanbohol","","0000001139-01",\N
"25137","2023-02-13","Billing","3615","3615","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000198-01",\N
"25138","2023-02-13","Billing","3687","3655","32","C001",\N,"61","1","2023","0","ryanbohol","","0000000199-01",\N
"25139","2023-02-13","Billing","14604","14598","6","C001",\N,"25","1","2023","0","ryanbohol","","0000000202-01",\N
"25140","2023-02-13","Billing","5830","5796","34","C001",\N,"67","1","2023","0","ryanbohol","","0000000204-01",\N
"25141","2023-02-13","Billing","2050","2022","28","C001",\N,"49","1","2023","0","ryanbohol","","0000000206-01",\N
"25142","2023-02-13","Billing","166","165","1","C001",\N,"25","1","2023","0","ryanbohol","","0000000092-01",\N
"25143","2023-02-13","Billing","14920","14764","156","C002",\N,"574","1","2023","0","ryanbohol","","0000001054-01",\N
"25144","2023-02-13","Billing","639","639","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000210-01",\N
"25145","2023-02-13","Billing","1352","1347","5","C001",\N,"25","1","2023","0","ryanbohol","","0000001111-01",\N
"25146","2023-02-13","Billing","3469","3452","17","C001",\N,"25","1","2023","0","ryanbohol","","0000000218-01",\N
"25147","2023-02-13","Billing","6871","3845","3026","C001",\N,"9043","1","2023","0","ryanbohol","","0000000221-01",\N
"25148","2023-02-13","Billing","7107","7107","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000225-01",\N
"25149","2023-02-13","Billing","5236","5236","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000229-01",\N
"25150","2023-02-13","Billing","2880","2863","17","C001",\N,"25","1","2023","0","ryanbohol","","0000001241-01",\N
"25151","2023-02-13","Billing","244","244","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000236-01",\N
"25152","2023-02-13","Billing","1862","1814","48","C001",\N,"109","1","2023","0","ryanbohol","","0000001535-01",\N
"25153","2023-02-13","Billing","426","0","3","C001",\N,"25","1","2023","0","ryanbohol","","0000001589-01",\N
"25154","2023-02-13","Billing","100","100","0","C001",\N,"25","1","2023","0","ryanbohol","","0000001688-01",\N
"25155","2023-02-13","Billing","701","674","27","C001",\N,"46","1","2023","0","ryanbohol","","0000000442-01",\N
"25156","2023-02-13","Billing","432","420","12","C001",\N,"25","1","2023","0","ryanbohol","","0000001669-01",\N
"25157","2023-02-13","Billing","3787","3787","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000228-01",\N
"25158","2023-02-13","Billing","20401","19916","485","C001",\N,"1420","1","2023","0","ryanbohol","","0000001694-01",\N
"25159","2023-02-13","Billing","1114","1110","4","C001",\N,"25","1","2023","0","ryanbohol","","0000001714-01",\N
"25160","2023-02-13","Billing","9","9","0","C001",\N,"25","1","2023","0","ryanbohol","","0000001966-01",\N
"25161","2023-02-13","Billing","160","144","16","C001",\N,"25","1","2023","0","ryanbohol","","0000001812-01",\N
"25162","2023-02-13","Billing","90","89","1","C001",\N,"25","1","2023","0","ryanbohol","","0000001841-01",\N
"25163","2023-02-13","Billing","329","309","20","C001",\N,"25","1","2023","0","ryanbohol","","0000002031-01",\N
"25164","2023-02-13","Billing","71","62","9","C001",\N,"25","1","2023","0","ryanbohol","","0000002063-01",\N
"25165","2023-02-13","Billing","55","49","6","C001",\N,"25","1","2023","0","ryanbohol","","0000002061-01",\N
"25166","2023-02-13","Billing","35","34","1","C001",\N,"25","1","2023","0","ryanbohol","","0000002068-01",\N
"25167","2023-02-13","Billing","107","88","19","C001",\N,"25","1","2023","0","ryanbohol","","0000002073-01",\N
"25168","2023-02-13","Billing","8561","8544","17","C001",\N,"25","1","2023","0","ryanbohol","","0000000090-01",\N
"25169","2023-02-13","Billing","11128","11020","108","C001",\N,"289","1","2023","0","ryanbohol","","0000000097-01",\N
"25170","2023-02-13","Billing","10637","10611","26","C001",\N,"43","1","2023","0","ryanbohol","","0000000103-01",\N
"25171","2023-02-13","Billing","5364","5344","20","C001",\N,"25","1","2023","0","ryanbohol","","0000000108-01",\N
"25172","2023-02-13","Billing","15613","15432","181","C001",\N,"508","1","2023","0","ryanbohol","","0000001465-01",\N
"25173","2023-02-13","Billing","858","835","23","C001",\N,"34","1","2023","0","ryanbohol","","0000000158-01",\N
"25174","2023-02-13","Billing","1908","1846","62","C001",\N,"151","1","2023","0","ryanbohol","","0000001801-01",\N
"25175","2023-02-13","Billing","2248","0","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000109-01",\N
"25176","2023-02-13","Billing","1616","1558","58","C001",\N,"139","1","2023","0","ryanbohol","","0000000112-01",\N
"25177","2023-02-13","Billing","1589","1589","0","C001",\N,"25","1","2023","0","ryanbohol","","0000001727-01",\N
"25178","2023-02-13","Billing","2280","2212","68","C001",\N,"169","1","2023","0","ryanbohol","","0000000118-01",\N
"25179","2023-02-13","Billing","687","687","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000120-01",\N
"25180","2023-02-13","Billing","99648","99648","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000121-01",\N
"25181","2023-02-13","Billing","1473","1449","24","C001",\N,"37","1","2023","0","ryanbohol","","0000000125-01",\N
"25182","2023-02-13","Billing","3842","3827","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000958-01",\N
"25183","2023-02-13","Billing","0","6252","-6252","C001",\N,"25","1","2023","0","ryanbohol","","0000000437-01",\N
"25184","2023-02-13","Billing","6165","6142","23","C001",\N,"34","1","2023","0","ryanbohol","","0000000127-01",\N
"25185","2023-02-13","Billing","5364","5364","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000128-01",\N
"25186","2023-02-13","Billing","6750","6700","50","C001",\N,"115","1","2023","0","ryanbohol","","0000000131-01",\N
"25187","2023-02-13","Billing","841","819","22","C001",\N,"31","1","2023","0","ryanbohol","","0000001792-01",\N
"25188","2023-02-13","Billing","3905","3836","69","C001",\N,"172","1","2023","0","ryanbohol","","0000000133-01",\N
"25189","2023-02-13","Billing","3728","3728","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000136-01",\N
"25190","2023-02-13","Billing","1684","1684","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000140-01",\N
"25191","2023-02-13","Billing","1648","1622","26","C001",\N,"43","1","2023","0","ryanbohol","","0000000143-01",\N
"25192","2023-02-13","Billing","910","910","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000145-01",\N
"25193","2023-02-13","Billing","2475","2454","21","C001",\N,"28","1","2023","0","ryanbohol","","0000000147-01",\N
"25194","2023-02-13","Billing","0","5520","-5520","C001",\N,"25","1","2023","0","ryanbohol","","0000000446-01",\N
"25195","2023-02-13","Billing","4761","4726","35","C001",\N,"70","1","2023","0","ryanbohol","","0000000149-01",\N
"25196","2023-02-13","Billing","4575","4575","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000150-01",\N
"25197","2023-02-13","Billing","5596","5585","11","C001",\N,"25","1","2023","0","ryanbohol","","0000000152-01",\N
"25198","2023-02-13","Billing","13840","13823","17","C001",\N,"25","1","2023","0","ryanbohol","","0000000162-01",\N
"25199","2023-02-14","Billing","308","289","19","C001",\N,"25","1","2023","0","liza1973","","0000001807-01",\N
"25200","2023-02-14","Billing","4208","4192","16","C001",\N,"25","1","2023","0","liza1973","","0000000196-01",\N
"25201","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000337-01",\N
"25202","2023-02-14","Billing","2329","2315","14","C001",\N,"25","1","2023","0","liza1973","","0000001319-01",\N
"25203","2023-02-14","Billing","1965","1962","3","C001",\N,"25","1","2023","0","liza1973","","0000000214-01",\N
"25204","2023-02-14","Billing","8374","8350","24","C001",\N,"37","1","2023","0","liza1973","","0000000219-01",\N
"25205","2023-02-14","Billing","1571","1527","44","C001",\N,"97","1","2023","0","liza1973","","0000000227-01",\N
"25206","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000343-01",\N
"25207","2023-02-14","Billing","3745","3724","21","C001",\N,"28","1","2023","0","liza1973","","0000000232-01",\N
"25208","2023-02-14","Billing","0","2902","-2902","C001",\N,"25","1","2023","0","liza1973","","0000000344-01",\N
"25209","2023-02-14","Billing","2552","2543","9","C001",\N,"25","1","2023","0","liza1973","","0000000241-01",\N
"25210","2023-02-14","Billing","7947","7855","92","C001",\N,"241","1","2023","0","liza1973","","0000000246-01",\N
"25211","2023-02-14","Billing","157","0","157","C001",\N,"436","1","2023","0","liza1973","","0000000254-01",\N
"25212","2023-02-14","Billing","157","0","157","C001",\N,"436","12","2022","0","liza1973","","0000000254-01",\N
"25213","2023-02-14","Billing","12304","12298","6","C001",\N,"25","1","2023","0","liza1973","","0000000260-01",\N
"25214","2023-02-14","Billing","174","169","5","C001",\N,"25","1","2023","0","liza1973","","0000001917-01",\N
"25215","2023-02-14","Billing","220","0","220","C001",\N,"625","1","2023","0","liza1973","","0000001517-01",\N
"25216","2023-02-14","Billing","220","0","220","C001",\N,"625","12","2022","0","liza1973","","0000001517-01",\N
"25217","2023-02-14","Billing","2210","2171","39","C001",\N,"82","1","2023","0","liza1973","","0000001520-01",\N
"25218","2023-02-14","Billing","1954","1941","13","C001",\N,"25","1","2023","0","liza1973","","0000001255-01",\N
"25219","2023-02-14","Billing","147","0","147","C001",\N,"406","1","2023","0","liza1973","","0000001500-01",\N
"25220","2023-02-14","Billing","147","0","147","C001",\N,"406","12","2022","0","liza1973","","0000001500-01",\N
"25221","2023-02-14","Billing","2726","0","2726","C001",\N,"8143","1","2023","0","liza1973","","0000000273-01",\N
"25222","2023-02-14","Billing","2726","0","2726","C001",\N,"8143","12","2022","0","liza1973","","0000000273-01",\N
"25223","2023-02-14","Billing","1809","1783","26","C001",\N,"43","1","2023","0","liza1973","","0000000266-01",\N
"25224","2023-02-14","Billing","3688","3613","75","C001",\N,"190","1","2023","0","liza1973","","0000000473-01",\N
"25225","2023-02-14","Billing","9116","9041","75","C001",\N,"190","1","2023","0","liza1973","","0000001108-01",\N
"25226","2023-02-14","Billing","7727","7699","28","C001",\N,"49","1","2023","0","liza1973","","0000000496-01",\N
"25227","2023-02-14","Billing","13502","13496","6","C001",\N,"25","1","2023","0","liza1973","","0000000503-01",\N
"25228","2023-02-14","Billing","1461","1451","10","C001",\N,"25","1","2023","0","liza1973","","0000001367-01",\N
"25229","2023-02-14","Billing","8001","0","8001","C001",\N,"23968","1","2023","0","liza1973","","0000000508-01",\N
"25230","2023-02-14","Billing","8001","0","8001","C001",\N,"23968","12","2022","0","liza1973","","0000000508-01",\N
"25231","2023-02-14","Billing","3629","3563","66","C001",\N,"163","1","2023","0","liza1973","","0000000102-01",\N
"25232","2023-02-14","Billing","1203","0","1203","C001",\N,"3574","1","2023","0","liza1973","","0000000515-01",\N
"25233","2023-02-14","Billing","1203","0","1203","C001",\N,"3574","12","2022","0","liza1973","","0000000515-01",\N
"25234","2023-02-14","Billing","4414","0","4414","C001",\N,"13207","1","2023","0","liza1973","","0000000537-01",\N
"25235","2023-02-14","Billing","4414","0","4414","C001",\N,"13207","12","2022","0","liza1973","","0000000537-01",\N
"25236","2023-02-14","Billing","5950","5923","27","C001",\N,"46","1","2023","0","liza1973","","0000000725-01",\N
"25237","2023-02-14","Billing","4461","4442","19","C001",\N,"25","1","2023","0","liza1973","","0000000729-01",\N
"25238","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000000360-01",\N
"25239","2023-02-14","Billing","3131","3078","53","C001",\N,"124","1","2023","0","liza1973","","0000001233-01",\N
"25240","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001282-01",\N
"25241","2023-02-14","Billing","995","0","995","C001",\N,"2950","1","2023","0","liza1973","","0000000737-01",\N
"25242","2023-02-14","Billing","958","0","958","C001",\N,"2839","12","2022","0","liza1973","","0000000737-01",\N
"25243","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001127-01",\N
"25244","2023-02-14","Billing","118","0","118","C001",\N,"319","1","2023","0","liza1973","","0000001819-01",\N
"25245","2023-02-14","Billing","118","0","118","C001",\N,"319","12","2022","0","liza1973","","0000001819-01",\N
"25246","2023-02-14","Billing","3779","3740","39","C001",\N,"82","1","2023","0","liza1973","","0000000160-01",\N
"25247","2023-02-14","Billing","4296","4138","158","C001",\N,"439","1","2023","0","liza1973","","0000000982-01",\N
"25249","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001034-01",\N
"25250","2023-02-14","Billing","2041","2006","35","C001",\N,"70","1","2023","0","liza1973","","0000001766-01",\N
"25251","2023-02-14","Billing","4289","4267","22","C001",\N,"31","1","2023","0","liza1973","","0000001764-01",\N
"25252","2023-02-14","Billing","1640","1615","-1615","C001",\N,"25","1","2023","0","liza1973","","0000001229-01",\N
"25253","2023-02-14","Billing","1789","0","1789","C001",\N,"5332","1","2023","0","liza1973","","0000002093-01",\N
"25254","2023-02-14","Billing","1789","0","1789","C001",\N,"5332","12","2022","0","liza1973","","0000002093-01",\N
"25255","2023-02-14","Billing","9361","9216","145","C001",\N,"400","1","2023","0","liza1973","","0000000741-01",\N
"25256","2023-02-14","Billing","3435","3429","6","C001",\N,"25","1","2023","0","liza1973","","0000001252-01",\N
"25257","2023-02-14","Billing","33127","33051","76","C002",\N,"254","1","2023","0","liza1973","","0000001291-01",\N
"25258","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001343-01",\N
"25259","2023-02-14","Billing","676","0","676","C001",\N,"1993","1","2023","0","liza1973","","0000001377-01",\N
"25260","2023-02-14","Billing","675","0","675","C001",\N,"1990","12","2022","0","liza1973","","0000001377-01",\N
"25261","2023-02-14","Billing","2059","2028","31","C001",\N,"58","1","2023","0","liza1973","","0000001425-01",\N
"25262","2023-02-14","Billing","0","988","-988","C001",\N,"25","1","2023","0","liza1973","","0000001491-01",\N
"25263","2023-02-14","Billing","3671","0","3671","C001",\N,"10978","1","2023","0","liza1973","","0000001445-01",\N
"25264","2023-02-14","Billing","1462","1448","14","C001",\N,"25","1","2023","0","liza1973","","0000000733-01",\N
"25265","2023-02-14","Billing","0","1429","-1429","C001",\N,"25","1","2023","0","liza1973","","0000000361-01",\N
"25266","2023-02-14","Billing","3961","3961","3961","C001",\N,"11848","1","2023","0","liza1973","","0000001049-01",\N
"25267","2023-02-14","Billing","3961","0","3961","C001",\N,"11848","12","2022","0","liza1973","","0000001049-01",\N
"25268","2023-02-14","Billing","921","913","8","C001",\N,"25","1","2023","0","liza1973","","0000001161-01",\N
"25269","2023-02-14","Billing","2256","2242","14","C001",\N,"25","1","2023","0","liza1973","","0000000742-01",\N
"25270","2023-02-14","Billing","0","3605","-3605","C001",\N,"25","1","2023","0","liza1973","","0000000366-01",\N
"25271","2023-02-14","Billing","141","140","1","C001",\N,"25","1","2023","0","liza1973","","0000001918-01",\N
"25272","2023-02-14","Billing","2393","2359","34","C001",\N,"67","1","2023","0","liza1973","","0000001378-01",\N
"25273","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001439-01",\N
"25274","2023-02-14","Billing","554","532","22","C001",\N,"31","1","2023","0","liza1973","","0000001817-01",\N
"25275","2023-02-14","Billing","7064","6994","70","C001",\N,"175","1","2023","0","liza1973","","0000000746-01",\N
"25276","2023-02-14","Billing","1328","0","1328","C001",\N,"3949","1","2023","0","liza1973","","0000001499-01",\N
"25277","2023-02-14","Billing","1328","0","1328","C001",\N,"3949","12","2022","0","liza1973","","0000001499-01",\N
"25278","2023-02-14","Billing","6418","6370","48","C001",\N,"109","1","2023","0","liza1973","","0000000906-01",\N
"25279","2023-02-14","Billing","2384","0","2384","C001",\N,"7117","1","2023","0","liza1973","","0000000910-01",\N
"25280","2023-02-14","Billing","2347","0","2347","C001",\N,"7006","12","2022","0","liza1973","","0000000910-01",\N
"25281","2023-02-14","Billing","7650","7588","62","C001",\N,"151","1","2023","0","liza1973","","0000000904-01",\N
"25282","2023-02-14","Billing","1891","0","1891","C001",\N,"5638","1","2023","0","liza1973","","0000000911-01",\N
"25283","2023-02-14","Billing","891","0","891","C001",\N,"2638","12","2022","0","liza1973","","0000000911-01",\N
"25284","2023-02-14","Billing","7003","0","7003","C001",\N,"20974","1","2023","0","liza1973","","0000000901-01",\N
"25285","2023-02-14","Billing","7003","0","7003","C001",\N,"20974","12","2022","0","liza1973","","0000000901-01",\N
"25286","2023-02-14","Billing","1717","1669","48","C001",\N,"109","1","2023","0","liza1973","","0000000903-01",\N
"25287","2023-02-14","Billing","4996","4987","9","C001",\N,"25","1","2023","0","liza1973","","0000000902-01",\N
"25288","2023-02-14","Billing","2626","2626","0","C001",\N,"25","1","2023","0","liza1973","","0000001137-01",\N
"25289","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001132-01",\N
"25290","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001133-01",\N
"25291","2023-02-14","Billing","1951","1937","14","C001",\N,"25","1","2023","0","liza1973","","0000001053-01",\N
"25292","2023-02-14","Billing","5248","5208","40","C001",\N,"85","1","2023","0","liza1973","","0000000954-01",\N
"25293","2023-02-14","Billing","1849","1846","3","C001",\N,"25","1","2023","0","liza1973","","0000000234-01",\N
"25294","2023-02-14","Billing","2714","2708","6","C001",\N,"25","1","2023","0","liza1973","","0000000909-01",\N
"25295","2023-02-14","Billing","7388","7357","31","C001",\N,"58","1","2023","0","liza1973","","0000000908-01",\N
"25296","2023-02-14","Billing","9027","0","9027","C001",\N,"27046","1","2023","0","liza1973","","0000000900-01",\N
"25297","2023-02-14","Billing","8969","8679","8969","C001",\N,"26872","12","2022","0","liza1973","","0000000900-01",\N
"25298","2023-02-14","Billing","509","0","0","C001",\N,"25","12","2022","0","liza1973","","0000001113-01",\N
"25299","2023-02-14","Billing","81","0","0","C001",\N,"25","12","2022","0","liza1973","","0000001114-01",\N
"25300","2023-02-14","Billing","4313","4298","15","C001",\N,"25","1","2023","0","liza1973","","0000000899-01",\N
"25301","2023-02-14","Billing","1044","1032","12","C001",\N,"25","1","2023","0","liza1973","","0000001871-01",\N
"25302","2023-02-14","Billing","5421","5407","14","C001",\N,"25","1","2023","0","liza1973","","0000000896-01",\N
"25303","2023-02-14","Billing","2021","1978","43","C001",\N,"94","1","2023","0","liza1973","","0000000897-01",\N
"25304","2023-02-14","Billing","1236","1215","0","C001",\N,"25","1","2023","0","liza1973","","0000001081-01",\N
"25305","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001083-01",\N
"25306","2023-02-14","Billing","0","3834","-3834","C001",\N,"25","1","2023","0","liza1973","","0000001085-01",\N
"25307","2023-02-14","Billing","5278","5258","-5258","C001",\N,"25","1","2023","0","liza1973","","0000001088-01",\N
"25308","2023-02-14","Billing","0","4067","-4067","C001",\N,"25","1","2023","0","liza1973","","0000001089-01",\N
"25309","2023-02-14","Billing","418","0","418","C001",\N,"1219","1","2023","0","liza1973","","0000000744-01",\N
"25310","2023-02-14","Billing","0","2261","-2261","C001",\N,"25","1","2023","0","liza1973","","0000000367-01",\N
"25311","2023-02-14","Billing","418","0","418","C001",\N,"1219","12","2022","0","liza1973","","0000000744-01",\N
"25312","2023-02-14","Billing","5398","5364","34","C001",\N,"67","1","2023","0","liza1973","","0000001073-01",\N
"25313","2023-02-14","Billing","4675","4649","26","C001",\N,"43","1","2023","0","liza1973","","0000000898-01",\N
"25314","2023-02-14","Billing","3012","2966","-2966","C002",\N,"30","1","2023","0","liza1973","","0000001098-01",\N
"25315","2023-02-14","Billing","0","9770","-9770","C001",\N,"25","1","2023","0","liza1973","","0000001099-01",\N
"25316","2023-02-14","Billing","1584","1516","-1516","C001",\N,"25","1","2023","0","liza1973","","0000001090-01",\N
"25317","2023-02-14","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001095-01",\N
"25318","2023-02-14","Billing","679","676","3","C001",\N,"25","1","2023","0","liza1973","","0000001834-01",\N
"25319","2023-02-14","Billing","5062","4960","102","C001",\N,"271","1","2023","0","liza1973","","0000001253-01",\N
"25320","2023-02-14","Billing","6577","6545","32","C001",\N,"61","1","2023","0","liza1973","","0000000895-01",\N
"25321","2023-02-14","Billing","460","0","460","C001",\N,"1345","1","2023","0","liza1973","","0000000953-01",\N
"25322","2023-02-14","Billing","56","0","56","C001",\N,"133","1","2023","0","liza1973","","0000001924-01",\N
"25323","2023-02-14","Billing","460","0","460","C001",\N,"1345","12","2022","0","liza1973","","0000000953-01",\N
"25324","2023-02-14","Billing","32","0","32","C001",\N,"61","12","2022","0","liza1973","","0000001924-01",\N
"25325","2023-02-14","Billing","898","0","898","C001",\N,"2659","1","2023","0","liza1973","","0000000952-01",\N
"25326","2023-02-14","Billing","848","0","848","C001",\N,"2509","12","2022","0","liza1973","","0000000952-01",\N
"25328","2023-02-14","Billing","5337","5276","61","C001",\N,"148","1","2023","0","liza1973","","0000000892-01",\N
"25329","2023-02-14","Billing","3619","3547","72","C001",\N,"181","1","2023","0","liza1973","","0000000893-01",\N
"25330","2023-02-14","Billing","2276","2132","144","C001",\N,"397","1","2023","0","liza1973","","0000001322-01",\N
"25331","2023-02-14","Billing","2455","2430","25","C001",\N,"40","1","2023","0","liza1973","","0000000509-01",\N
"25332","2023-02-14","Billing","2602","2577","25","C001",\N,"40","1","2023","0","liza1973","","0000000981-01",\N
"25333","2023-02-14","Billing","1377","0","1377","C001",\N,"4096","1","2023","0","liza1973","","0000001180-01",\N
